ref,hyp,wer,cer,duration_sec,n_ref_words
where the waves for an instant sank they came closer but not quite within grasping reach,where the waves for an instant sank they came closer but not quite within grasping reach,0.0,0.0,5.415,16
but as before the leaping waves of the rapids were too much for his pursuer and he was able to flap his way onward in a cloud of foam while doom hung low above his head yet hesitated to strike,but as before the leaping waves of the rapids were too much for his pursuer and he was able to flap his way onward in a cloud of foam while doom hung low above his head yet hesitated to strike,0.0,0.0,12.605,40
the hawk embittered by the loss of his first quarry had become as dogged in pursuit as a weasel not to be shaken off or evaded or deceived,the hawk embittered by the loss of his first quarry had become as dogged in pursuit as a weasel not to be shaken off or evaded or deceived,0.0,0.0,9.485,28
he had a lot of line out and the place was none too free for a long cast but he was impatient to drop his flies again on the spot where the big fish was feeding,he had a lot of line out and the place was none too free for a long cast but he was impatient to drop his flies again on the spot where the big fish was feeding,0.0,0.0,9.645,36
the last drop fly as luck would have it caught just in the corner of the hawks angrily open beak hooking itself firmly,the last drop fly as luck would have it caught just in the corner of the hawks angrily open beak hooking itself firmly,0.0,0.0,8.195,23
at the sudden sharp sting of it the great bird turned his head and noticed for the first time the fisherman standing on the bank,at the sudden sharp sting of it the great bird turned his head and noticed for the first time the fisherman standing on the bank,0.0,0.0,7.38,25
the drag upon his beak and the light check upon his wings were inexplicable to him and appalling,the drag upon his beak and the light check upon his wings were inexplicable to him and appalling,0.0,0.0,5.53,18
then the leader parted from the line,then the leader parted from the line,0.0,0.0,2.13,7
the hon charles smith miss sarahs brother was walking swiftly uptown from mister easterlys wall street office and his face was pale,the honourable charles smith miss sarahs brother was walking swiftly up town from mister easterlys wall street office and his face was pale,0.1364,0.0611,8.955,22
at last the cotton combine was to all appearances an assured fact and he was slated for the senate,at last the cotton combine was to all appearances an assured fact and he was slated for the senate,0.0,0.0,6.0,19
why should he not be as other men,why should he not be as other men,0.0,0.0,2.315,8
she was not herself a notably intelligent woman she greatly admired intelligence or whatever looked to her like intelligence in others,she was not herself a notably intelligent woman she greatly admired intelligence or whatever looked to her like intelligence in others,0.0,0.0,7.965,21
as she awaited her guests she surveyed the table with both satisfaction and disquietude for her social functions were few tonight there were she checked them off on her fingers sir james creighton the rich english manufacturer and lady creighton mister and missus vanderpool mister harry cresswell and his sister john taylor and his sister and mister charles smith whom the evening papers mentioned as likely to be united states senator from new jersey a selection of guests that had been determined unknown to the hostess by the meeting of cotton interests earlier in the day,as she awaited her guests she surveyed the table with both satisfaction and disquietude for her social functions were few to night there were she checked them off on her fingers sir james crichton the rich english manufacturer and lady crichton mister and misses vanderpool mister harry cresswell and his sister john taylor and his sister and mister charles smith whom the evening papers mentioned as likely to be united states senator from new jersey a selection of guests that had been determined unknown to the hostess by the meeting of cotton interests earlier in the day,0.0521,0.0104,33.91,96
